每周学习时长（小时）,专业,性别,期中考试分数,期末考试分数,上课出勤率
12.86,工商管理,男,93.95,81.42,98.0
10.12,财务管理,女,72.49,62.4,97.0
27.29,人工智能,男,89.24,73.96,91.0
20.69,电子商务,男,62.28,64.44,66.0
32.11,人工智能,女,76.53,75.54,88.0
30.67,大数据管理,女,70.63,72.66,62.0
22.54,工商管理,女,66.39,79.71,83.0
30.29,工商管理,男,68.97,88.54,97.0
13.06,大数据管理,男,63.64,52.23,77.0
24.43,人工智能,男,72.74,74.19,84.0
28.89,财务管理,女,100.0,85.88,73.0
15.37,大数据管理,男,73.55,69.92,64.0
8.94,大数据管理,女,97.48,72.48,67.0
7.44,财务管理,男,78.82,53.82,65.0
16.98,工商管理,男,60.12,62.06,68.0
22.23,工商管理,女,72.97,79.7,84.0
19.0,电子商务,男,100.0,84.03,75.0
5.0,人工智能,男,73.75,70.53,77.0
14.59,人工智能,女,75.66,74.33,98.0
21.8,财务管理,女,63.5,75.56,77.0
19.4,大数据管理,男,76.52,85.93,86.0
24.83,人工智能,女,51.63,57.8,70.0
15.13,财务管理,男,70.33,74.74,72.0
19.45,人工智能,女,93.37,81.38,69.0
14.82,电子商务,女,65.48,82.62,64.0
7.3,工商管理,男,64.96,50.34,63.0
29.03,财务管理,女,86.4,85.24,90.0
15.66,工商管理,女,81.6,66.65,90.0
18.12,电子商务,女,57.13,52.26,71.0
30.41,人工智能,女,82.85,84.33,75.0
24.87,电子商务,男,84.2,82.33,89.0
29.86,工商管理,男,100.0,94.56,93.0
32.53,电子商务,男,72.33,77.24,62.0
7.1,财务管理,男,80.72,64.08,76.0
22.3,财务管理,男,67.26,67.66,67.0
26.44,人工智能,男,72.15,65.79,71.0
22.69,财务管理,女,22.76,39.47,73.0
18.48,电子商务,男,87.57,75.09,64.0
15.96,工商管理,男,74.38,70.51,77.0
22.26,财务管理,女,76.89,79.73,71.0
27.53,工商管理,男,64.44,73.15,77.0
17.47,电子商务,女,95.6,95.98,84.0
27.05,大数据管理,女,90.67,78.93,95.0
26.51,财务管理,男,72.39,73.95,83.0
22.34,人工智能,女,55.3,59.1,94.0
9.51,人工智能,女,73.96,78.12,66.0
29.48,人工智能,女,75.17,72.35,84.0
24.05,大数据管理,女,54.26,74.55,84.0
24.57,财务管理,女,97.51,95.02,75.0
30.53,工商管理,女,90.37,83.8,61.0
9.66,大数据管理,男,78.93,69.07,69.0
23.55,电子商务,男,65.37,73.65,99.0
20.36,电子商务,男,67.06,67.43,83.0
29.68,工商管理,男,100.0,82.13,63.0
32.69,大数据管理,女,82.88,82.26,76.0
11.05,财务管理,女,68.87,78.41,67.0
17.28,电子商务,女,58.66,54.13,81.0
18.33,工商管理,女,93.99,80.86,62.0
34.44,人工智能,女,80.98,87.01,65.0
23.69,人工智能,女,98.05,85.38,94.0
19.87,大数据管理,男,65.25,72.25,93.0
13.39,大数据管理,女,80.74,57.85,72.0
9.98,财务管理,女,36.72,58.84,77.0
18.61,电子商务,男,77.86,83.22,77.0
22.68,电子商务,男,66.63,65.65,69.0
21.08,大数据管理,男,70.32,62.64,60.0
21.58,人工智能,女,73.14,75.83,75.0
22.34,人工智能,女,74.95,62.43,77.0
17.28,人工智能,女,84.03,63.23,69.0
22.55,大数据管理,女,60.81,66.92,76.0
24.21,电子商务,女,67.29,79.24,76.0
18.77,工商管理,女,77.97,78.45,85.0
8.07,大数据管理,女,89.49,66.29,62.0
30.89,人工智能,男,69.67,60.03,64.0
28.98,工商管理,女,74.4,75.83,84.0
25.45,财务管理,男,65.77,75.02,91.0
29.68,工商管理,女,81.02,78.46,72.0
10.7,工商管理,男,74.27,80.37,61.0
21.18,工商管理,男,70.05,67.68,62.0
9.76,工商管理,男,100.0,75.0,64.0
25.35,人工智能,女,53.61,63.46,81.0
21.38,财务管理,男,57.36,66.57,86.0
10.98,电子商务,男,49.04,60.2,81.0
5.0,工商管理,女,80.48,69.24,99.0
21.16,财务管理,男,53.36,59.66,78.0
18.36,电子商务,男,68.5,54.12,87.0
11.61,电子商务,男,64.33,62.45,82.0
5.0,电子商务,男,71.61,62.61,99.0
17.0,财务管理,女,100.0,83.36,77.0
19.59,大数据管理,男,44.64,63.21,99.0
15.58,电子商务,女,85.22,81.29,65.0
10.38,电子商务,男,74.46,58.12,74.0
15.41,工商管理,女,59.3,49.11,80.0
11.41,大数据管理,男,100.0,75.0,79.0
26.4,大数据管理,女,82.46,73.91,72.0
17.35,工商管理,女,77.75,67.45,94.0
10.08,工商管理,男,85.05,85.31,91.0
22.56,大数据管理,男,100.0,86.02,82.0
10.68,财务管理,男,53.79,72.5,79.0
23.63,工商管理,男,77.26,75.99,76.0
26.38,财务管理,男,77.61,67.01,79.0
15.71,财务管理,女,66.37,56.43,69.0
23.83,工商管理,男,87.35,91.19,87.0
35.56,人工智能,男,74.42,73.12,93.0
19.29,电子商务,女,90.04,84.7,75.0
25.42,电子商务,女,78.04,72.44,79.0
18.4,工商管理,男,60.19,57.01,95.0
29.71,财务管理,男,71.4,85.2,84.0
25.59,大数据管理,女,79.85,72.08,67.0
15.83,工商管理,女,87.94,70.36,88.0
12.62,电子商务,女,84.73,72.15,76.0
27.43,工商管理,女,73.49,74.87,95.0
32.7,工商管理,男,79.36,96.32,78.0
26.12,人工智能,男,79.28,83.89,63.0
5.0,电子商务,男,100.0,75.0,84.0
27.99,人工智能,男,49.39,57.46,63.0
20.36,人工智能,男,100.0,75.0,88.0
26.56,财务管理,女,76.68,73.92,71.0
23.71,电子商务,女,78.59,67.5,63.0
15.85,人工智能,女,76.51,67.47,65.0
11.66,工商管理,男,100.0,75.0,69.0
15.74,财务管理,女,64.79,65.64,86.0
12.75,财务管理,女,94.12,90.69,70.0
6.35,电子商务,女,70.41,60.88,71.0
17.98,工商管理,男,77.85,63.26,72.0
12.52,电子商务,女,81.9,71.47,82.0
25.87,财务管理,男,40.38,55.9,76.0
31.15,电子商务,男,93.53,100.0,80.0
15.41,电子商务,女,41.74,52.68,82.0
29.81,大数据管理,男,60.09,62.72,89.0
25.51,大数据管理,男,88.95,82.37,71.0
15.92,工商管理,男,86.47,76.81,84.0
31.44,电子商务,女,94.59,94.55,95.0
10.56,工商管理,男,78.07,73.31,78.0
40.0,财务管理,男,79.45,94.81,63.0
5.0,大数据管理,女,80.21,61.29,91.0
23.99,财务管理,男,85.87,75.28,75.0
16.03,电子商务,女,84.98,62.06,82.0
20.05,工商管理,男,61.77,66.24,62.0
13.97,大数据管理,女,55.17,51.86,71.0
11.52,财务管理,女,85.87,81.8,93.0
9.67,财务管理,女,94.61,73.18,91.0
25.08,大数据管理,女,68.49,83.45,74.0
23.83,人工智能,女,56.54,52.38,71.0
5.0,人工智能,男,72.62,71.78,63.0
14.71,电子商务,女,42.86,64.3,88.0
18.05,大数据管理,女,100.0,91.22,88.0
15.38,电子商务,女,63.02,56.6,84.0
40.0,电子商务,女,91.17,92.29,63.0
19.08,人工智能,女,77.98,73.32,81.0
17.15,财务管理,女,70.68,53.27,88.0
32.3,大数据管理,男,100.0,100.0,71.0
23.66,大数据管理,男,57.67,67.01,99.0
5.0,工商管理,女,69.28,77.5,86.0
27.44,人工智能,男,79.0,76.39,68.0
6.67,人工智能,女,95.78,88.37,96.0
18.52,大数据管理,男,60.6,55.37,72.0
18.0,电子商务,男,98.72,86.76,96.0
19.25,工商管理,女,97.95,82.09,72.0
20.36,财务管理,女,65.24,67.5,97.0
5.0,工商管理,男,55.47,45.12,62.0
28.28,财务管理,女,81.14,56.41,69.0
18.42,大数据管理,男,54.39,53.05,74.0
16.41,工商管理,男,70.7,77.17,88.0
19.7,电子商务,男,64.15,52.47,69.0
30.21,大数据管理,女,88.46,74.91,84.0
15.98,电子商务,女,84.34,59.5,60.0
22.69,大数据管理,男,96.41,88.53,92.0
38.05,电子商务,男,95.42,84.76,80.0
11.03,人工智能,女,44.9,66.02,95.0
30.28,工商管理,男,66.22,77.3,62.0
14.29,人工智能,男,73.41,72.02,95.0
19.25,人工智能,男,69.75,69.27,71.0
28.8,人工智能,男,78.62,72.22,69.0
39.52,电子商务,女,35.82,56.86,64.0
19.32,人工智能,男,81.61,76.76,66.0
29.54,大数据管理,女,60.5,77.52,78.0
19.84,人工智能,女,85.1,82.33,72.0
32.16,财务管理,女,70.18,74.12,92.0
19.44,电子商务,男,77.2,70.84,99.0
18.97,大数据管理,男,61.67,55.01,68.0
17.9,电子商务,男,68.72,76.1,89.0
35.19,电子商务,女,50.83,56.73,84.0
13.47,电子商务,女,60.93,43.33,69.0
30.91,工商管理,男,91.78,73.82,85.0
18.24,工商管理,男,83.02,61.41,95.0
34.19,工商管理,男,76.54,87.92,80.0
39.02,财务管理,男,73.52,89.42,94.0
29.99,大数据管理,女,75.39,65.24,63.0
15.6,电子商务,男,65.98,61.28,69.0
9.26,人工智能,男,67.41,74.39,76.0
13.41,大数据管理,男,48.4,58.02,81.0
19.55,工商管理,男,67.94,85.68,90.0
29.33,财务管理,男,76.36,77.57,97.0
15.64,人工智能,女,98.23,75.81,70.0
9.4,电子商务,男,93.56,68.56,65.0
22.28,工商管理,女,86.32,79.23,91.0
18.01,财务管理,男,61.7,69.06,71.0
21.5,工商管理,男,79.44,77.35,85.0
18.65,人工智能,男,44.99,52.25,73.0
11.36,工商管理,男,59.45,74.36,96.0
24.39,人工智能,男,75.94,80.2,96.0
18.51,大数据管理,女,82.97,75.59,76.0
14.11,电子商务,女,62.0,57.26,85.0
5.0,财务管理,男,87.35,66.02,72.0
22.38,人工智能,女,100.0,91.71,86.0
26.69,人工智能,女,78.54,71.33,85.0
9.74,人工智能,女,84.09,62.42,81.0
30.29,工商管理,女,63.42,68.2,93.0
17.88,大数据管理,女,100.0,85.21,93.0
19.69,人工智能,女,50.97,71.4,70.0
24.69,电子商务,男,67.7,64.55,86.0
20.73,工商管理,女,64.73,66.29,70.0
24.87,电子商务,男,68.17,71.15,86.0
19.05,人工智能,女,56.08,59.47,79.0
27.46,财务管理,女,85.55,91.6,86.0
11.51,电子商务,男,59.11,58.21,63.0
18.56,人工智能,女,100.0,76.63,90.0
28.05,电子商务,女,89.81,88.49,67.0
10.99,工商管理,女,92.79,84.08,90.0
27.06,人工智能,男,100.0,77.71,63.0
35.86,人工智能,女,90.56,80.99,93.0
5.0,工商管理,女,72.05,66.88,72.0
19.89,财务管理,女,73.25,70.2,81.0
19.75,财务管理,男,83.89,72.28,75.0
21.97,人工智能,女,48.48,63.97,63.0
21.85,财务管理,女,63.68,59.56,68.0
29.31,人工智能,男,100.0,93.6,96.0
25.94,工商管理,女,67.45,79.41,71.0
14.08,大数据管理,女,66.01,62.57,83.0
17.75,电子商务,女,49.71,46.96,92.0
20.26,人工智能,女,72.04,64.15,66.0
6.64,工商管理,女,66.18,59.26,62.0
18.43,电子商务,女,65.5,77.9,96.0
17.67,电子商务,女,58.54,60.32,89.0
21.61,大数据管理,男,83.63,92.61,94.0
26.61,财务管理,女,64.28,57.75,69.0
11.4,工商管理,女,94.23,81.55,99.0
8.95,工商管理,男,71.75,63.44,85.0
26.77,大数据管理,女,64.56,83.09,94.0
22.27,电子商务,男,87.33,68.42,70.0
22.32,人工智能,男,79.8,81.59,98.0
25.3,人工智能,女,100.0,86.05,85.0
12.7,人工智能,女,58.51,70.29,63.0
16.75,电子商务,男,86.75,72.58,97.0
23.4,电子商务,女,67.05,73.8,98.0
23.54,电子商务,男,74.86,65.78,78.0
9.55,财务管理,男,67.12,65.55,74.0
21.67,电子商务,女,82.35,73.85,80.0
17.76,人工智能,女,66.67,61.68,77.0
18.95,大数据管理,女,76.88,60.51,95.0
21.31,工商管理,女,30.62,53.92,94.0
27.24,工商管理,男,76.58,67.05,73.0
12.03,人工智能,男,83.32,59.12,68.0
10.92,人工智能,女,85.7,60.7,60.0
32.34,工商管理,女,63.54,68.39,96.0
23.31,人工智能,男,88.05,80.57,63.0
16.92,电子商务,男,60.5,68.42,84.0
23.01,人工智能,女,64.2,74.28,80.0
9.67,人工智能,女,64.6,49.04,65.0
21.43,大数据管理,女,65.92,71.34,73.0
25.24,电子商务,男,100.0,81.35,74.0
18.54,大数据管理,女,91.97,87.88,85.0
32.59,工商管理,男,78.29,82.97,91.0
9.48,电子商务,女,81.14,68.1,93.0
20.89,工商管理,男,78.26,81.92,76.0
21.03,工商管理,男,75.6,78.52,81.0
11.81,大数据管理,女,96.02,71.02,64.0
14.47,工商管理,男,94.66,69.66,91.0
20.47,大数据管理,男,66.45,57.08,89.0
16.33,工商管理,女,74.27,86.3,91.0
27.29,工商管理,女,82.24,71.73,80.0
30.28,工商管理,女,67.59,87.15,90.0
19.44,电子商务,男,58.72,55.38,92.0
21.94,大数据管理,男,60.02,56.22,93.0
20.26,工商管理,女,88.84,82.4,64.0
38.03,工商管理,男,94.85,96.56,84.0
24.58,人工智能,女,79.33,79.54,76.0
35.24,电子商务,男,91.93,88.28,62.0
19.61,工商管理,女,74.51,66.99,87.0
12.46,财务管理,女,64.41,72.16,91.0
29.55,大数据管理,男,63.95,70.73,74.0
15.71,人工智能,女,88.59,73.47,74.0
13.88,大数据管理,男,73.18,65.74,62.0
18.98,大数据管理,男,79.79,82.99,93.0
5.0,大数据管理,女,68.22,61.7,68.0
15.23,财务管理,男,76.66,55.65,88.0
17.58,工商管理,男,87.38,81.12,68.0
32.16,财务管理,女,70.8,80.93,67.0
18.36,财务管理,女,73.79,65.49,69.0
8.32,大数据管理,男,65.13,63.27,75.0
12.76,电子商务,女,86.31,74.02,82.0
19.89,电子商务,女,70.35,51.67,61.0
23.92,人工智能,女,98.27,85.71,95.0
24.04,财务管理,女,79.89,74.9,98.0
25.96,大数据管理,女,92.14,84.14,75.0
26.08,电子商务,女,73.56,69.71,68.0
30.79,大数据管理,男,85.22,84.01,62.0
25.2,财务管理,男,87.7,76.03,80.0
30.14,人工智能,女,100.0,99.17,100.0
10.35,电子商务,男,74.22,69.0,64.0
19.05,人工智能,女,91.11,89.82,74.0
12.76,人工智能,男,89.19,90.37,81.0
26.0,工商管理,女,100.0,100.0,94.0
11.42,电子商务,男,55.27,46.19,63.0
18.44,财务管理,女,100.0,88.59,99.0
23.53,财务管理,女,55.82,62.53,98.0
16.9,财务管理,女,62.86,87.86,83.0
19.7,工商管理,男,75.4,76.9,88.0
18.34,人工智能,男,90.04,88.39,68.0
16.12,大数据管理,女,77.24,77.84,87.0
32.59,电子商务,女,58.96,50.3,71.0
25.2,财务管理,男,73.32,64.74,64.0
14.5,电子商务,男,87.41,69.59,84.0
18.62,大数据管理,女,47.81,57.62,86.0
5.0,电子商务,男,71.76,68.36,80.0
27.11,工商管理,女,60.5,73.11,83.0
14.02,人工智能,女,88.45,63.45,89.0
21.52,工商管理,男,62.2,61.05,64.0
29.78,电子商务,女,87.25,85.01,99.0
15.76,财务管理,女,92.19,88.55,69.0
28.55,工商管理,男,66.41,78.79,84.0
28.83,人工智能,男,51.45,59.79,65.0
5.0,工商管理,女,92.94,74.3,66.0
25.49,电子商务,男,73.12,64.44,93.0
24.16,电子商务,女,72.13,77.51,64.0
30.73,电子商务,男,50.05,63.44,99.0
29.51,人工智能,男,81.69,72.8,69.0
14.23,工商管理,女,98.44,94.55,93.0
5.0,工商管理,男,78.93,70.25,100.0
37.44,人工智能,女,63.06,68.35,66.0
19.69,财务管理,女,80.03,68.12,65.0
18.2,财务管理,女,60.05,64.63,68.0
5.0,工商管理,女,79.63,70.32,84.0
24.82,人工智能,男,82.65,79.6,76.0
12.73,财务管理,男,75.62,56.47,67.0
15.84,人工智能,男,76.95,63.09,83.0
19.08,工商管理,女,87.71,70.17,61.0
25.57,电子商务,女,53.45,62.35,77.0
14.54,人工智能,男,71.76,69.08,89.0
20.4,工商管理,男,92.27,81.53,85.0
16.97,工商管理,女,47.48,57.17,84.0
20.1,财务管理,男,87.58,97.31,92.0
5.78,大数据管理,女,79.68,74.85,64.0
19.84,人工智能,男,62.4,77.01,83.0
26.66,大数据管理,女,93.7,90.39,82.0
24.89,大数据管理,女,89.47,81.57,65.0
23.63,人工智能,女,82.29,80.94,67.0
12.08,财务管理,男,97.57,82.95,88.0
31.48,大数据管理,女,54.32,72.51,79.0
24.86,大数据管理,女,94.9,80.38,99.0
16.57,人工智能,女,63.14,69.06,73.0
15.06,工商管理,女,87.38,76.75,87.0
9.89,电子商务,女,70.96,47.55,86.0
17.56,大数据管理,女,74.5,70.81,62.0
26.18,工商管理,女,100.0,81.39,98.0
15.93,财务管理,男,66.86,60.75,76.0
6.69,人工智能,男,66.39,62.93,96.0
22.43,人工智能,男,47.4,48.0,67.0
33.44,大数据管理,女,77.22,77.76,71.0
15.25,工商管理,男,67.85,69.39,84.0
29.47,财务管理,男,58.51,73.75,66.0
11.54,工商管理,男,63.13,61.87,92.0
26.15,电子商务,男,100.0,92.41,83.0
26.29,大数据管理,男,65.3,69.19,70.0
6.27,工商管理,女,92.31,70.37,89.0
28.49,工商管理,男,91.53,71.69,75.0
23.25,人工智能,男,50.67,56.39,61.0
9.3,财务管理,女,62.14,63.98,71.0
5.0,财务管理,女,70.68,56.77,93.0
15.21,财务管理,女,78.62,67.29,77.0
31.44,工商管理,男,99.54,92.41,97.0
20.43,财务管理,女,61.1,76.73,93.0
32.4,财务管理,女,81.51,84.62,84.0
12.99,人工智能,男,63.05,65.84,72.0
27.35,人工智能,女,75.99,78.44,84.0
17.13,财务管理,女,87.8,71.89,75.0
27.44,财务管理,女,76.02,65.6,74.0
18.4,大数据管理,男,98.13,80.16,85.0
31.35,大数据管理,女,58.56,74.08,85.0
14.05,财务管理,女,81.01,73.56,82.0
27.97,工商管理,男,84.53,95.22,98.0
31.3,大数据管理,女,82.24,88.66,83.0
29.12,人工智能,女,62.89,78.47,76.0
21.2,财务管理,女,65.29,54.11,96.0
26.23,人工智能,女,62.87,82.82,89.0
26.18,人工智能,女,90.67,82.56,76.0
20.04,大数据管理,女,70.77,71.56,78.0
11.38,财务管理,男,46.04,62.01,81.0
16.54,大数据管理,女,80.02,74.11,76.0
11.59,大数据管理,男,77.88,58.52,66.0
24.4,电子商务,男,81.76,91.78,97.0
14.47,工商管理,男,61.41,55.32,64.0
18.68,财务管理,男,53.1,52.8,83.0
19.45,财务管理,男,75.96,72.5,86.0
18.79,大数据管理,女,88.08,79.13,95.0
27.65,财务管理,女,68.43,72.16,80.0
17.39,大数据管理,女,58.81,64.34,84.0
14.91,财务管理,女,52.59,67.94,67.0
26.34,大数据管理,女,100.0,91.24,80.0
14.34,电子商务,男,97.1,76.43,89.0
17.06,电子商务,女,58.52,59.46,85.0
25.9,财务管理,女,68.26,66.25,76.0
18.16,财务管理,女,80.01,68.1,73.0
26.15,人工智能,女,76.64,74.81,94.0
23.38,工商管理,男,85.55,72.73,97.0
6.66,电子商务,男,82.5,70.79,85.0
18.83,大数据管理,男,68.49,60.32,62.0
5.53,电子商务,男,100.0,75.0,62.0
18.13,人工智能,男,80.81,79.6,76.0
15.23,大数据管理,女,71.89,72.79,65.0
20.09,人工智能,女,68.43,71.18,94.0
16.44,大数据管理,男,79.56,86.68,62.0
32.15,电子商务,男,90.46,97.08,67.0
23.2,人工智能,女,83.36,79.81,72.0
25.85,人工智能,男,62.55,68.39,92.0
17.73,工商管理,女,90.44,77.5,64.0
12.71,工商管理,男,69.03,52.37,64.0
5.0,电子商务,女,55.78,46.1,71.0
20.18,财务管理,女,100.0,75.0,85.0
11.93,电子商务,男,74.49,64.71,93.0
15.84,人工智能,男,66.17,57.78,87.0
16.71,电子商务,女,95.75,86.17,75.0
23.66,人工智能,男,79.43,68.2,71.0
21.66,大数据管理,男,83.51,76.84,68.0
21.02,大数据管理,男,69.52,75.65,79.0
10.85,电子商务,男,79.94,79.44,70.0
18.7,工商管理,女,64.36,64.15,78.0
17.65,电子商务,男,71.17,73.61,88.0
5.0,人工智能,男,51.89,58.8,87.0
32.69,财务管理,女,74.21,87.81,86.0
19.74,电子商务,男,72.09,75.34,69.0
9.62,人工智能,男,85.63,81.09,69.0
7.64,大数据管理,男,70.76,45.76,61.0
10.61,电子商务,男,95.56,72.04,81.0
28.13,大数据管理,女,40.7,65.7,64.0
10.05,人工智能,男,44.29,54.44,74.0
16.12,工商管理,女,59.38,60.94,62.0
30.65,人工智能,男,84.48,79.0,78.0
22.17,电子商务,女,36.41,60.62,79.0
22.47,大数据管理,男,76.54,58.11,75.0
27.83,财务管理,女,68.81,82.38,94.0
30.56,电子商务,男,83.84,83.42,95.0
40.0,工商管理,男,83.88,82.84,63.0
21.25,人工智能,男,57.4,67.91,87.0
16.14,工商管理,男,69.46,62.52,67.0
7.06,大数据管理,男,95.09,73.28,74.0
10.18,工商管理,女,97.63,76.95,76.0
18.74,大数据管理,女,78.08,74.63,62.0
26.9,工商管理,女,87.4,82.31,84.0
14.2,电子商务,男,33.08,30.18,67.0
20.27,电子商务,男,71.4,60.97,99.0
9.28,电子商务,女,81.28,64.66,95.0
9.37,工商管理,女,55.43,63.13,83.0
17.61,工商管理,男,72.03,69.71,65.0
9.04,电子商务,女,54.96,71.24,89.0
16.36,财务管理,女,90.32,69.96,81.0
11.94,大数据管理,女,98.34,91.58,81.0
20.03,大数据管理,男,81.14,61.66,100.0
23.27,大数据管理,女,87.12,79.8,73.0
10.55,财务管理,女,52.12,60.34,85.0
16.75,电子商务,女,86.53,80.97,83.0
23.2,大数据管理,女,68.6,69.65,94.0
14.18,电子商务,女,84.17,74.0,84.0
12.13,财务管理,男,97.36,72.36,81.0
30.74,工商管理,男,79.53,87.45,86.0
21.64,大数据管理,男,65.29,67.29,74.0
19.15,大数据管理,男,85.02,78.87,82.0
30.47,电子商务,男,73.54,75.59,80.0
31.57,电子商务,男,66.12,70.06,66.0
25.11,电子商务,男,78.33,79.06,85.0
21.41,大数据管理,女,71.96,82.88,62.0
19.2,工商管理,男,76.09,61.37,89.0
15.97,人工智能,男,77.23,59.94,94.0
8.0,人工智能,男,80.0,73.05,96.0
19.58,人工智能,女,76.44,69.95,86.0
30.23,工商管理,男,55.49,63.69,63.0
24.99,人工智能,男,60.11,64.99,73.0
29.13,工商管理,女,70.45,75.45,65.0
23.63,电子商务,女,68.41,71.1,85.0
30.02,工商管理,女,70.94,64.99,63.0
25.45,大数据管理,男,87.25,74.1,60.0
21.5,财务管理,女,69.11,70.66,78.0
17.49,电子商务,男,67.29,56.5,71.0
11.73,工商管理,男,60.27,63.07,83.0
22.14,财务管理,女,95.39,87.93,95.0
23.45,工商管理,男,87.15,73.92,71.0
17.57,大数据管理,男,90.07,82.19,82.0
5.0,大数据管理,女,29.19,30.7,94.0
21.99,工商管理,女,60.72,55.22,64.0
24.36,人工智能,男,95.36,76.12,82.0
27.23,工商管理,男,59.26,75.46,81.0
24.42,人工智能,女,59.64,83.44,67.0
